date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:02:41	222/222	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:42%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/03.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/037e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:42	191/191	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:43%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/04.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/044d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:43	226/226	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:44%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/05.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/050678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:44	253/253	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:45%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/06.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/060678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:45	252/252	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:46%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/07.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/074d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:46	346/346	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:47%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/08.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/080678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:47	236/236	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:48%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/09.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/096dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:48	363/363	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:49%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/10.svg?c1=%237f7f7f&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/104fe4.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:49	259/259	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:50%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/10_001.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/10_0010678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:50	243/243	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:51%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/11.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/110678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:51	276/276	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:52%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/12.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/120678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:52	1530/1530	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:53%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/01.svg?c1=%237f7f7f&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/01905f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:53	1507/1507	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:54%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/01_001.svg?c1=%237f7f7f&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/01_001905f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:54	1497/1497	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:55%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/02.svg?c1=%237f7f7f&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/02905f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:55	1481/1481	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:56%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/02_001.svg?c1=%237f7f7f&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/02_001905f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:56	1210/1210	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:57%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/03.svg?c1=%237f7f7f&c4=%23FFFFFF	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/03c7a0.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:57	1108/1108	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:58%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/04.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blocks/04c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:58	229/229	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:59%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/01.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/017e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:59	487/487	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:00%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/02.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/02b926.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:00	422/422	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:01%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/03.svg?c1=%237f7f7f&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/03905f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:01	313/313	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:02%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/04.svg?c2=%23171717&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/0416f5.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:02	250/250	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:03%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/05.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/054d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:03	243/243	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:04%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/05_001.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/05_0016dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:04	282/282	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:05%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/06.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/064d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:05	282/282	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:06%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/06_001.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/06_0016dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:06	324/324	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:07%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/07.svg?c1=%237f7f7f&c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/072c5e.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:07	355/355	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:08%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/07_001.svg?c1=%237f7f7f&c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/07_0012c5e.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:08	238/238	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:09%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/08.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/080678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:09	314/314	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:10%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/09.svg?c2=%23171717&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/0916f5.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:10	566/566	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:11%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/10.svg?c1=%237f7f7f&c3=%23E8E8E8&c4=%23FFFFFF&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/10f0cc.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:11	451/451	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:12%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/10_001.svg?c1=%237f7f7f&c4=%23FFFFFF&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/10_001ee06.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:12	735/735	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:13%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/11.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/11b926.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:13	305/305	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:14%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/11_001.svg?c1=%237f7f7f&c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/11_0012c5e.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:14	353/353	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:15%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/12.svg?c1=%237f7f7f&c2=%23171717&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/128b82.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:15	331/331	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:16%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Bold/12_001.svg?c1=%237f7f7f&c2=%23171717&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Bold/12_0018b82.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:16	8868/8868	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:17%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/01.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c4=%23FFFFFF&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/015fe9.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:17	11870/11870	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:18%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/02.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/02c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:18	11868/11868	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:19%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/03.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/03c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:19	14611/14611	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:20%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/04.svg?c1=%237f7f7f&c2=%23171717&c4=%23FFFFFF&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/04242b.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:20	8871/8871	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:21%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/05.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/05c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:21	8064/8064	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:22%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/06.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/06c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:22	4381/4381	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:23%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/07.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/07c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:23	7564/7564	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:24%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/08.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/08c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:24	6452/6452	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:25%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/09.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/09b926.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:26	205384/205384	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:26%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/10.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/10c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:26	23005/23005	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:27%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/11.svg?c1=%237f7f7f&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/114a1f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:27	54655/54655	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:28%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/12.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/12c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:28	3911/3911	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:29%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/13.svg?c1=%237f7f7f&c2=%23171717&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/138b82.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:29	12998/12998	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:30%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Floats/14.svg?c1=%237f7f7f&c2=%23171717&c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Floats/14c2ac.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:30	380/380	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:31%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/01.svg?c2=%23171717&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/011873.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:31	145/145	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:32%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/02.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/026dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:32	527/527	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:33%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/02_001.svg?c4=%23E8E8E8&c5=rgba%280%2C%200%2C%200%2C%200%29	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/02_0012635.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:33	142/142	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:34%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/03.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/036dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:34	141/141	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:35%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/04.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/046dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:35	152/152	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:36%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/04_001.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/04_0016dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:36	444/444	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:37%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/05.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/056dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:37	432/432	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:38%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/06.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/066dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:38	590/590	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:39%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/06_001.svg?c3=%23E8E8E8&c4=%23FFFFFF	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/06_0015e32.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:39	683/683	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:40%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/07.svg?c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/076dea.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:40	704/704	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:41%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/07_001.svg?c3=%23E8E8E8&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/07_001e039.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:03:41	982/982	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:03:42%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Origins/07_002.svg?c3=%23E8E8E8&c4=%23FFFFFF&c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Origins/07_0025661.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
